Year,Month,State,Primary Mode,Etiology,Etiology Status,Water Exposure,Water Type,Animal Type
2016,12,Ohio,Person-to-person,Shigella sonnei,Confirmed,,,
2016,12,New Mexico,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,New Mexico,Indeterminate/unknown,,,,,
2016,12,Missouri,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Louisiana,Food,Norovirus Genogroup II;Norovirus Genogroup II,Confirmed;Confirmed,,,
2016,12,Louisiana,Indeterminate/unknown,,,,,
2016,12,Missouri,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Oregon,Indeterminate/unknown,Norovirus,Suspected,,,
2016,12,Oregon,Person-to-person,Norovirus,Suspected,,,
2016,12,Oregon,Food,Norovirus Genogroup II,Confirmed,,,
2016,12,Oregon,Person-to-person,Norovirus Genogroup I;Norovirus Genogroup I;Norovirus Genogroup I,Confirmed;Confirmed;Suspected,,,
2016,12,Oregon,Person-to-person,Norovirus Genogroup II,Suspected,,,
2016,12,Oregon,Indeterminate/unknown,Norovirus Genogroup II;Norovirus Genogroup II;Norovirus Genogroup II,Confirmed;Confirmed;Confirmed,,,
2016,12,Texas,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Virginia,Person-to-person,Norovirus Genogroup I;Norovirus Genogroup I,Confirmed;Suspected,,,
2016,12,Colorado,Person-to-person,Norovirus,Suspected,,,
2016,12,Nebraska,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Maryland,Food,Norovirus Genogroup II,Confirmed,,,
2016,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2016,12,Tennessee,Food,"Staphylococcus aureus;Escherichia coli, Enteroaggregative;Norovirus Genogroup I",Suspected;Suspected;Suspected,,,
2016,12,Tennessee,Person-to-person,Norovirus,Suspected,,,
2016,12,Minnesota,Person-to-person,Norovirus Genogroup II,Suspected,,,
2016,12,Rhode Island,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Rhode Island,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Virginia,Person-to-person,Norovirus,Suspected,,,
2016,12,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Wisconsin,Indeterminate/unknown,,,,,
2016,12,Kentucky,Person-to-person,,,,,
2016,12,Kentucky,Indeterminate/unknown,Norovirus unknown,Suspected,,,
2016,12,Ohio,Person-to-person,Norovirus,Suspected,,,
2016,12,Iowa,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Iowa,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Pennsylvania,Person-to-person,,,,,
2016,12,Ohio,Person-to-person,Norovirus Genogroup II,Suspected,,,
2016,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,,,
2016,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Wisconsin,Person-to-person,,,,,
2016,12,Wisconsin,Person-to-person,,,,,
2016,12,Wisconsin,Person-to-person,,,,,
2016,12,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup II,Suspected;Confirmed,,,
2016,12,Georgia,Food,Clostridium perfringens,Confirmed,,,
2016,12,Ohio,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Minnesota,Indeterminate/unknown,Norovirus,Suspected,,,
2016,12,Nebraska,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Nebraska,Indeterminate/unknown,Norovirus,Suspected,,,
2016,12,Utah,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2016,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2016,12,Michigan,Person-to-person,Norovirus,Suspected,,,
2016,12,Michigan,Person-to-person,Norovirus,Suspected,,,
2016,12,Michigan,Person-to-person,Norovirus,Suspected,,,
2016,12,Ohio,Person-to-person,Norovirus,Suspected,,,
2016,12,Connecticut,Person-to-person,Norovirus Genogroup II,Suspected,,,
2016,12,Florida,Person-to-person,Norovirus,Suspected,,,
2016,12,Ohio,Food,Norovirus Genogroup I,Confirmed,,,
2016,12,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2016,12,Virginia,Person-to-person,Norovirus,Suspected,,,
2016,12,Virginia,Person-to-person,Norovirus,Suspected,,,
2016,12,Missouri,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Texas,Indeterminate/unknown,,,,,
2016,12,Oregon,Person-to-person,,,,,
2016,12,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2016,12,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2016,12,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2016,12,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2016,12,Pennsylvania,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Hawaii,Indeterminate/unknown,Norovirus unknown,Suspected,,,
2016,12,Hawaii,Indeterminate/unknown,,,,,
2016,12,Nevada,Person-to-person,Norovirus Genogroup I,Suspected,,,
2016,12,Arkansas,Person-to-person,Campylobacter unknown,Suspected,,,
2016,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Wisconsin,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Kansas,Indeterminate/unknown,,,,,
2016,12,Nebraska,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Nebraska,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,New York,Food,Norovirus Genogroup II,Confirmed,,,
2016,12,Iowa,Indeterminate/unknown,,,,,
2016,12,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2016,12,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2016,12,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2016,12,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2016,12,Mississippi,Food,"Escherichia coli, Enteropathogenic;Escherichia coli, Enterotoxigenic;Escherichia coli, Enteroinvasive;Escherichia coli, Enteroaggregative",Suspected;Suspected;Suspected;Suspected,,,
2016,12,Georgia,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,West Virginia,Person-to-person,,,,,
2016,12,West Virginia,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,West Virginia,Person-to-person,Norovirus,Suspected,,,
2016,12,Ohio,Person-to-person,Rotavirus;Shigella sonnei;Norovirus Genogroup II,Confirmed;Confirmed;Confirmed,,,
2016,12,Florida,Food,Staphylococcus aureus,Suspected,,,
2016,12,Kansas,Person-to-person,,,,,
2016,12,Utah,Food,Salmonella enterica,Confirmed,,,
2016,12,Florida,Food,Norovirus Genogroup II,Confirmed,,,
2016,12,Rhode Island,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,West Virginia,Indeterminate/unknown,,,,,
2016,12,West Virginia,Person-to-person,Norovirus,Suspected,,,
2016,12,West Virginia,Person-to-person,Norovirus,Suspected,,,
2016,12,West Virginia,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Rhode Island,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,West Virginia,Person-to-person,,,,,
2016,12,West Virginia,Person-to-person,,,,,
2016,12,Maryland,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Michigan,Person-to-person,Norovirus,Suspected,,,
2016,12,Kentucky,Person-to-person,,,,,
2016,12,Kentucky,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Utah,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Iowa,Indeterminate/unknown,Norovirus Genogroup II,Suspected,,,
2016,12,Iowa,Indeterminate/unknown,,,,,
2016,12,Florida,Food,Norovirus,Suspected,,,
2016,12,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2016,12,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2016,12,Nebraska,Indeterminate/unknown,Norovirus,Suspected,,,
2016,12,Colorado,Person-to-person,Norovirus,Suspected,,,
2016,12,Colorado,Person-to-person,Norovirus,Suspected,,,
2016,12,Nebraska,Indeterminate/unknown,Norovirus unknown,Suspected,,,
2016,12,Nebraska,Food,,,,,
2016,12,Maryland,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Maryland,Food,Norovirus unknown,Suspected,,,
2016,12,Oregon,Food,"Salmonella enterica;Salmonella enterica;Escherichia coli, Shiga toxin-producing",Suspected;Suspected;Suspected,,,
2016,12,Connecticut,Food,Norovirus Genogroup II,Confirmed,,,
2016,12,Michigan,Food,,,,,
2016,12,Michigan,Food,,,,,
2016,12,Michigan,Person-to-person,Norovirus,Suspected,,,
2016,12,Wyoming,Person-to-person,Norovirus,Suspected,,,
2016,12,Montana,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Virginia,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup II,Suspected;Confirmed,,,
2016,12,Montana,Indeterminate/unknown,,,,,
2016,12,Texas,Food,Campylobacter unknown,Suspected,,,
2016,12,Wisconsin,Person-to-person,Shigella unknown,Suspected,,,
2016,12,Nebraska,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Nebraska,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Mississippi,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Nebraska,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2016,12,Michigan,Indeterminate/unknown,,,,,
2016,12,Indiana,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Indiana,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Indiana,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Indiana,Food,,,,,
2016,12,Pennsylvania,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Pennsylvania,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Kentucky,Indeterminate/unknown,,,,,
2016,12,Montana,Indeterminate/unknown,,,,,
2016,12,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2016,12,Wyoming,Person-to-person,Norovirus,Suspected,,,
2016,12,Wyoming,Person-to-person,Norovirus,Suspected,,,
2016,12,Wyoming,Person-to-person,Norovirus,Suspected,,,
2016,12,Georgia,Food,Norovirus,Suspected,,,
2016,12,Georgia,Food,Norovirus Genogroup II,Confirmed,,,
2016,12,Arizona,Person-to-person,,,,,
2016,12,Mississippi,Person-to-person,Norovirus Genogroup II,Suspected,,,
2016,12,Mississippi,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Indiana,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Indiana,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Maryland,Food,,,,,
2016,12,Indiana,Person-to-person,Norovirus Genogroup II,Suspected,,,
2016,12,Washington,Food,,,,,
2016,12,Indiana,Indeterminate/unknown,Norovirus unknown,Suspected,,,
2016,12,Indiana,Indeterminate/unknown,Norovirus unknown,Suspected,,,
2016,12,Colorado,Person-to-person,Norovirus,Suspected,,,
2016,12,Colorado,Person-to-person,Norovirus,Suspected,,,
2016,12,Connecticut,Person-to-person,Norovirus Genogroup II,Suspected,,,
2016,12,Nebraska,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Michigan,Person-to-person,Norovirus,Suspected,,,
2016,12,Indiana,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Indiana,Indeterminate/unknown,Norovirus unknown,Confirmed,,,
2016,12,Washington,Food,Clostridium perfringens,Suspected,,,
2016,12,New Hampshire,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,New Hampshire,Person-to-person,,,,,
2016,12,New Hampshire,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,New Hampshire,Person-to-person,,,,,
2016,12,Rhode Island,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Rhode Island,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Connecticut,Person-to-person,,,,,
2016,12,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Pennsylvania,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Pennsylvania,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Pennsylvania,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Colorado,Food,Norovirus,Confirmed,,,
2016,12,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2016,12,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2016,12,Texas,Person-to-person,Salmonella unknown,Confirmed,,,
2016,12,District of Columbia,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2016,12,District of Columbia,Indeterminate/unknown,Norovirus,Suspected,,,
2016,12,Indiana,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Indiana,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Indiana,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2016,12,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2016,12,Maine,Food,Norovirus,Suspected,,,
2016,12,Nevada,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2016,12,Maryland,Food,,,,,
2016,12,Indiana,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2016,12,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2016,12,Pennsylvania,Food,Norovirus,Suspected,,,
2016,12,Pennsylvania,Food,Bacillus,Suspected,,,
2016,12,Illinois,Food,Norovirus,Confirmed,,,
2016,12,Illinois,Person-to-person,,,,,
2016,12,Illinois,Person-to-person,,,,,
2016,12,Kentucky,Person-to-person,,,,,
2016,12,Georgia,Food,,,,,
2016,12,Illinois,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Illinois,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Illinois,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2016,12,Illinois,Person-to-person,Norovirus Genogroup II,Suspected,,,
2016,12,Illinois,Food,Other,Confirmed,,,
2016,12,Illinois,Food,Norovirus Genogroup II,Confirmed,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Confirmed,,,
2016,12,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Indiana,Person-to-person,Norovirus unknown,Suspected,,,
2016,12,Washington,Food,"Escherichia coli, Enteroinvasive",Suspected,,,
2016,12,North Dakota,Person-to-person,,,,,
2016,12,Pennsylvania,Indeterminate/unknown,,,,,
2016,12,North Carolina,Person-to-person,Norovirus,Suspected,,,
2016,12,North Carolina,Person-to-person,Norovirus,Suspected,,,
2016,12,North Carolina,Person-to-person,Norovirus,Confirmed,,,
2016,12,North Carolina,Person-to-person,Norovirus,Suspected,,,
2016,12,North Carolina,Person-to-person,Norovirus,Suspected,,,
2016,12,North Carolina,Person-to-person,Norovirus,Suspected,,,
2016,12,North Carolina,Person-to-person,Norovirus,Suspected,,,
2016,12,North Carolina,Person-to-person,Norovirus,Suspected,,,
2016,12,North Carolina,Person-to-person,Norovirus,Suspected,,,
2016,12,North Carolina,Person-to-person,,,,,
2016,12,North Carolina,Person-to-person,Norovirus,Confirmed,,,
2016,12,North Carolina,Person-to-person,Shigella sonnei,Confirmed,,,
2016,12,New York,Person-to-person,Norovirus,Suspected,,,
2016,12,New York,Person-to-person,Norovirus,Suspected,,,
2016,12,New York,Person-to-person,Norovirus,Suspected,,,
2016,12,New York,Person-to-person,Norovirus,Suspected,,,
2016,12,New York,Person-to-person,Norovirus,Suspected,,,
2016,12,New York,Person-to-person,Norovirus,Suspected,,,
2016,12,Texas,Water,Legionella pneumophila,Confirmed,Drinking water,Unknown,
2016,12,Alabama,Person-to-person,Norovirus,Confirmed,,,
2016,12,California,Food,,,,,
2016,12,Alabama,Indeterminate/unknown,Norovirus,Suspected,,,
2016,12,Alabama,Person-to-person,Norovirus,Confirmed,,,
2016,12,Alabama,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2017,1,Virginia,Person-to-person,Norovirus,Suspected,,,
2017,1,Virginia,Person-to-person,Norovirus,Suspected,,,
2017,1,Virginia,Person-to-person,Norovirus,Suspected,,,
2017,1,Virginia,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Virginia,Person-to-person,Norovirus,Suspected,,,
2017,1,Virginia,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Virginia,Person-to-person,Norovirus,Suspected,,,
2017,1,Oregon,Indeterminate/unknown,,,,,
2017,1,Oregon,Indeterminate/unknown,Norovirus Genogroup I,Confirmed,,,
2017,1,Oregon,Person-to-person,,,,,
2017,1,Oregon,Person-to-person,Norovirus,Suspected,,,
2017,1,Oregon,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Oregon,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Oregon,Indeterminate/unknown,,,,,
2017,1,Oregon,Person-to-person,,,,,
2017,1,Oregon,Person-to-person,,,,,
2017,1,Oregon,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2017,1,South Carolina,Person-to-person,Norovirus unknown,Suspected,,,
2017,1,South Carolina,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2017,1,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2017,1,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2017,1,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2017,1,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2017,1,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2017,1,Tennessee,Food,,,,,
2017,1,Minnesota,Indeterminate/unknown,Norovirus,Suspected,,,
2017,1,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2017,1,Ohio,Food,Norovirus,Suspected,,,
2017,1,Ohio,Person-to-person,Norovirus,Suspected,,,
2017,1,Ohio,Person-to-person,Norovirus Genogroup II,Suspected,,,
2017,1,Virginia,Person-to-person,Norovirus,Suspected,,,
2017,1,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Wisconsin,Food,Norovirus Genogroup II,Confirmed,,,
2017,1,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Wisconsin,Person-to-person,,,,,
2017,1,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2017,1,Wisconsin,Food,Norovirus Genogroup II,Confirmed,,,
2017,1,Wisconsin,Person-to-person,,,,,
2017,1,Wisconsin,Indeterminate/unknown,,,,,
2017,1,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup II,Confirmed;Confirmed,,,
2017,1,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2017,1,Wisconsin,Indeterminate/unknown,,,,,
2017,1,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,,,
2017,1,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2017,1,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup II,Confirmed;Confirmed,,,
2017,1,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Wisconsin,Person-to-person,Norovirus Genogroup I,Suspected,,,
2017,1,Texas,Food,,,,,
2017,1,Iowa,Food,Norovirus Genogroup II,Suspected,,,
2017,1,Iowa,Indeterminate/unknown,,,,,
2017,1,Iowa,Indeterminate/unknown,,,,,
2017,1,Iowa,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Iowa,Person-to-person,Norovirus Genogroup II,Suspected,,,
2017,1,Virginia,Person-to-person,Norovirus,Suspected,,,
2017,1,Virginia,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Virginia,Person-to-person,Norovirus,Suspected,,,
2017,1,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2017,1,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2017,1,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2017,1,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2017,1,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2017,1,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2017,1,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2017,1,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2017,1,Massachusetts,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2017,1,Virginia,Person-to-person,Norovirus,Suspected,,,
2017,1,Michigan,Person-to-person,Norovirus,Suspected,,,
2017,1,Michigan,Person-to-person,Norovirus,Suspected,,,
2017,1,Michigan,Person-to-person,Norovirus,Suspected,,,
2017,1,South Carolina,Person-to-person,Norovirus unknown,Suspected,,,
2017,1,South Carolina,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Ohio,Person-to-person,Norovirus Genogroup II,Suspected,,,
2017,1,Ohio,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Ohio,Person-to-person,Norovirus Genogroup II,Suspected,,,
2017,1,Utah,Person-to-person,Norovirus,Suspected,,,
2017,1,South Carolina,Person-to-person,Norovirus unknown,Suspected,,,
2017,1,New Mexico,Person-to-person,Norovirus unknown;Norovirus Genogroup II;Norovirus Genogroup II;Norovirus Genogroup II,Confirmed;Confirmed;Confirmed;Confirmed,,,
2017,1,South Carolina,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Pennsylvania,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2017,1,Kansas,Food,Norovirus unknown,Confirmed,,,
2017,1,Kansas,Person-to-person,,,,,
2017,1,Ohio,Person-to-person,Norovirus,Suspected,,,
2017,1,Ohio,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Minnesota,Person-to-person,Norovirus,Suspected,,,
2017,1,Minnesota,Food,Campylobacter coli,Confirmed,,,
2017,1,Tennessee,Food,Norovirus Genogroup II,Suspected,,,
2017,1,Tennessee,Person-to-person,Norovirus Genogroup II,Suspected,,,
2017,1,Oregon,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Oregon,Person-to-person,,,,,
2017,1,Iowa,Food,Norovirus Genogroup II,Confirmed,,,
2017,1,Iowa,Indeterminate/unknown,Norovirus Genogroup I,Confirmed,,,
2017,1,Iowa,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Hawaii,Indeterminate/unknown,,,,,
2017,1,Tennessee,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup II,Suspected;Confirmed,,,
2017,1,Michigan,Person-to-person,Astrovirus,Confirmed,,,
2017,1,Michigan,Food,Norovirus,Suspected,,,
2017,1,Michigan,Person-to-person,Norovirus,Suspected,,,
2017,1,Pennsylvania,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Minnesota,Food,Norovirus Genogroup II,Suspected,,,
2017,1,Iowa,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2017,1,Virginia,Person-to-person,Norovirus,Suspected,,,
2017,1,Virginia,Person-to-person,Norovirus,Suspected,,,
2017,1,Virginia,Person-to-person,Norovirus,Suspected,,,
2017,1,Virginia,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2017,1,Ohio,Person-to-person,Norovirus,Suspected,,,
2017,1,Ohio,Person-to-person,Norovirus,Suspected,,,
2017,1,Texas,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2017,1,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2017,1,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Wisconsin,Person-to-person,"Escherichia coli, Enteropathogenic",Suspected,,,
2017,1,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2017,1,Wisconsin,Person-to-person,,,,,
2017,1,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2017,1,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup II,Suspected;Confirmed,,,
2017,1,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Wisconsin,Indeterminate/unknown,,,,,
2017,1,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2017,1,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2017,1,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2017,1,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2017,1,Wisconsin,Indeterminate/unknown,,,,,
